#TYPE Selected.System.Management.Automation.PSCustomObject
"ReviewId","RecipeId","AuthorId","AuthorName","Rating","Review","DateSubmitted","DateModified","Likes"
"105","246","48","Miss Annie","5","Sue, this was indeed and good soup.  Easy to prepare, and easier to eat.  I did use the peanut oil, and used some pretty hot pepper flakes.  It was just right for us, we loved it!
Definately will be doing this one again.  Thanks for posting.","2002-05-28T19:51:24Z","2002-05-28T19:51:24Z",""
"106","148","331","dale7793","4","Very tasty. I used ground beef. I served it over mashed potatoes one day and over pasta the next. The sauce was a little sweet for my taste but we enjoyed the recipe.","2002-05-29T14:11:08Z","2002-05-29T14:11:08Z",""
"107","122","24","Gay Gilmore","4","Made the perfect birthday cake.  And I even sub-ed 4 shots of espresso for some of the water called for...and did it in only 2 layers.  My frosting didn't quite reach stiffness, even with my mixer, but I'm pretty sure that was user error, and no one minded anyways. wish we still had some...","2002-05-30T16:42:47Z","2002-05-30T16:42:47Z",""
"108","255","450","mck.fam","5","YUMMY!  I made the cake with the icing recipe given.  It is light and delicious.  I almost overcooked the cake since the cake only needed about 35 minutes in my oven.  Thanks!","2002-06-02T18:56:24Z","2002-06-02T18:56:24Z",""
"109","218","510","mapleleaf","5","Hi Kate in Ontario.  I am familiar with this recipie and it is great! I also make it with apples or blueberries. It's good too.  I actually got the recipie from a german lade. thnx for the recipie on recipezaar because I had lost mine. Great cake!!!!","2002-06-02T18:56:46Z","2002-06-02T18:56:46Z",""
"110","212","551","Stacie Endicott","4","I had to tone down the heat in this dressing a bit by adding juice of 3 oranges and 3 limes but it was a low fat alternative to regular dressing with a whole lot of punch. And I am no stranger to hot and spicy things. This is great! I am still enjoying the dressing on different salads!","2002-06-03T17:20:41Z","2002-06-03T17:20:41Z",""
"111","246","478","blakesle","5","I have been longing for Pho but never had the time or ingredients to make.  This soup was heaven..fragrant..light and flavorful.. just a I remember it.  Thank you.... thankyou..now on my best of soup list.. To the uninitiated..try this soup...wonderful
Catherine","2002-06-04T17:15:07Z","2002-06-04T17:15:07Z",""
"112","223","483","Chrissyo","5","This is another person craving ""something sweet"" in the middle of the night.  I wanted chocolate sauce (syrup) with my vanilla ice cream and that's all there was to it!!  I am so glad I make this.  I really am. You are so right the colour is deep. It is lush.  I find bought chocolate syrup (sauce) is mostly too sweet for my liking.  This one is not too sweet at all.  I agree, a very adult chocolate sauce. This is a winner. It is easy to make therefore I have no excuse to buy chocolate sauce again. Thank you Steve for sharing this recipe with us.","2002-06-04T17:15:28Z","2002-06-04T17:15:28Z",""
"113","246","482","Julesong","5","Loved it, SueL, and it helped out my head cold, too.  :)  I added a bunch more basil (because I love the stuff and I had a lot of fresh to use anyhow).  Yum!","2002-06-05T18:07:41Z","2002-06-05T18:07:41Z",""
"114","265","166","Mona1397","4","Tasted great and stayed nice and moist after refrigeration.Definately something I will make over and over.","2002-06-06T17:18:40Z","2002-06-06T17:18:40Z",""
"115","201","110","Anu_N","4","Very nice, though I wish I could've refrigerated it longer! I was in a hurry, and made this for a quick bite. I scaled down to 1 serving, and used 1/8 tsp black pepper, which added a good amount of heat! I also used white onions and black sesame seeds, which are more flavourful than brown. This is a great way to use cucumbers, thanks!","2002-06-08T16:09:04Z","2002-06-08T16:09:04Z",""
"116","267","566","rmurraymom","0","Toss in a can of english peas to add some veggies!","2002-06-08T16:09:50Z","2002-06-08T16:09:50Z",""
"117","267","532","Merlot","4","I almost forgot about this dish!  Ahhhhhhh, it takes you back to the ""good old"" days when life was so simple.  Thanks for a great reminder.","2002-06-08T18:55:08Z","2002-06-08T18:55:08Z",""
"118","184","41","Derf2440","4","We were looking for something a little different for Sunday breaky, this was quite good. Cut the recipe in half for the two of us and added some sweet green pepper, diced.  Used the crushed red pepper flakes, but left all of the salt out, felt there was enough in the ham. Did everything else as the recipe said. Happened to have a couple of tomato/basil flavoured tortillas, so I wraped the omelet in them. We enjoyed it with some salsa spooned over it, served at the table. Thanks for posting.","2002-06-10T18:01:27Z","2002-06-10T18:01:27Z",""
"119","124","218","BarbaraK","3","This is quite good. I threw some frozen green beans in to add to the visual effect, and was quite pleased with the results. Nice onion taste. Thanks JoAnn for a good recipe.","2002-06-10T18:08:26Z","2002-06-10T18:08:26Z",""
"120","265","390","BogeysMom","5","I used fresh shrimp so I probably had a few more than the recipe called for.  Nonetheless, this was really good and one I will make again and again.","2002-06-10T18:12:01Z","2002-06-10T18:12:01Z",""
"121","24","449","LR4KSU","0","Do you think it would be okay to make this with leftover mashed potatoes? I am always looking for some clever way to use leftover mashed potatoes besides potato patties.","2002-06-10T18:12:03Z","2002-06-10T18:12:03Z",""
"122","231","297","mysonshine","5","Karen, this is the BEST bread recipe! It has a wonderful taste and was so very easy to make!

Thank you so much!  :)","2002-06-12T16:53:06Z","2002-06-12T16:53:06Z",""
"123","114","468","IngridNL","5","Grandpa. I loved it! Thanks ... will definitely make again.","2002-06-12T16:59:56Z","2002-06-12T16:59:56Z",""
"124","192","527","Evans Mommy","5","This was great!  My husband is sometimes very leery of 'unusual' things I make, and although this is unique (not unusual) he LOVED it and thought it was great!
I also used the vegetable stock as an alternative.
Superb!","2002-06-14T17:45:57Z","2002-06-14T17:45:57Z",""
"125","115","588","angel wayman","4","Very simple recipe my family enjoyed. now I they expect it ever wednesday.cajunmama","2002-06-17T18:15:04Z","2002-06-17T18:15:04Z",""
"126","176","67","Bev I Am","5","I had a craving for muffins this morning and discovered your recipe.  I'm so glad I did because these muffins just hit the spot.  Delightful, light and just the right amount of sweetness.  I added just a touch more sugar to the mix because I have a sweet tooth. I'm headed back for another right now!  Thank you, Charlotte for a wonderful breakfast!","2002-06-20T19:02:04Z","2002-06-20T19:02:04Z",""
"127","273","434","Karen..","5","I make my macaroni salad the same way, except I also add some sliced suffed green olives. I use Hellmann's light mayo (never cared for Miracle Whip).  The addition of tomatoes really give it a fresh taste.  If you don't have plum (or roma) tomatoes, grape tomatoes are very good also.  This is a very refreshing way to serve mac salad and much better than that watered down variety sold at the deli (what exactly IS in there, anyway? :).","2002-06-20T19:18:18Z","2002-06-20T19:18:18Z",""
"128","136","48","Miss Annie","5","Claire, this was really good!  I printed the recipe out to take on my camping trip, along with my crockpot.  It was so easy to tool down the road with dinner cooking!!
I make it like you said with nothing extra added or subtracted, and the family loved it!
Thanks for posting.  I will be keeping this recipe in my T&T cookbook.","2002-06-20T19:18:19Z","2002-06-20T19:18:19Z",""
"129","144","189","Mysterygirl","5","This is exactly like my recipe.  I love this stuff.  I prefer it when the graham crackers have softened up.  This is a wonderful recipe - hope everybody tries it.  NOTE:  I have also seen this recipe using a prepared chocolate frosting instead of the choco-bake, but I don't care for that version as much.","2002-06-21T19:22:03Z","2002-06-21T19:22:03Z",""
"130","176","404","ciao4293","5","These were so good!  My husband doesn't care for muffins, and he said they were delicious!  I only got 10 small muffins, so maybe next time I would update the recipe to make 16, and probably end up with 12 good size ones.  They were light, and not too sweet.  Very good!","2002-06-22T18:27:40Z","2002-06-22T18:27:40Z",""
"131","144","390","BogeysMom","5","Made this for my husband as a surprise while he was outside rescreening our porch.  He came in just as I finished making the cake.  He hasn't spoken a word - he's standing at the kitchen counter, eating the cake out of the pan with a spoon.  I asked him if it was good and he just rolled his eyes and kept eating.  I'd rate that a keeper.","2002-06-23T16:56:19Z","2002-06-23T16:56:19Z",""
"132","108","590","spunkymama","0","i have used a similar recipe many times. Instead of using peanut butter chips I used butterscoth chips. I aslo used chopped nuts and coconut. Layer it the same way and bake. It is a real treat.","2002-06-23T16:57:37Z","2002-06-23T16:57:37Z",""
"133","218","19","Kim19068","5","This was so good and Moist.The only changes I made was to use 1 1/2 cups rhubarb and next time I might double the toppings it made it taste so yummy.","2002-06-23T16:58:24Z","2002-06-23T16:58:24Z",""
"134","106","230","Dana-MMH","5","Lennie, this dip has such a great taste!  I made this today for the boat and everyone wanted to know where I got the recipe. Of course it's from Zaar DH said! I really like the horseradish taste in this, I think next time I'll add a tad more. Thanks so much for sharing this scrumptious dip we sure enjoyed it. I served it with pumpernickle little breads and crackers.","2002-06-23T17:58:55Z","2002-06-23T17:58:55Z",""
"135","235","274","Terri F.","5","Sarafish, you have helped me conquer my fear of &quot;tater tots&quot;! Having picked up a bag by accident, I wondered what the heck I was going to do with them. (Never tasted one before). DH laughed as I told him we were having &quot;Tater Tot Casserole&quot;, but after tasting agreed with me that it was great- very tasty- and we would have it again! I made the recipe exactly as written. I will play with cutting it down next time, as it makes a lot, and we are only 2. Thanks for an easy and delicious recipe. :o)","2002-06-23T18:43:10Z","2002-06-23T18:43:10Z",""
"136","144","154","Tiffanee","5","This was easy and very delicious.  I took it to a picnic and got rave reviews.  Thanks for sharing it!!","2002-06-26T18:51:32Z","2002-06-26T18:51:32Z",""
"137","259","319","Sueie","4","Made these tonight with a home-made spicy tomato sauce with spaghetti noodles and really enjoyed them. Will be keeping this recipe, it could also probably be adapted to make hamburger-style patties for a barbeque with lots of salad on a crusty roll.","2002-07-02T20:58:51Z","2002-07-02T20:58:51Z","""4019"""
"138","285","302","Angela Sara","5","This was wonderful! I used a white cabbage (can't find green cabbage where I live!) and it was beautiful. The sauce is sooo tasty, I filled the cabbage with the meat mixture and put the leftover mixture in the sauce. The stuffed cabbage cooked quicker than expected about 25 minutes. Thanks for sharing this.","2002-07-02T20:59:12Z","2002-07-02T20:59:12Z",""
"139","238","250","Manda","5","Again, Charlotte, this recipe was fabulous!! I think this has to be the best grilled chicken recipe I have ever had! The honey, garlic, cilantro, lime...oh, it is just a winning combination! I used 3 cloves of garlic, but that's the only thing I changed in the recipe. FRESH lime juice is a MUST, not the bottled stuff. This was well-recieved by my entire family, even my picky cousins!! Keeper, for sure!! Thank you!!
~Manda","2002-07-05T15:01:40Z","2002-07-05T15:01:40Z",""
"140","265","591","grandme26","5","Very good and easy recipe.  It hit the spot for a hot summer day.","2002-07-07T18:03:47Z","2002-07-07T18:03:47Z",""
"141","246","529","ChrisMc","5","Great quick soup - I made this for a family dinner, and everyone loved it.  Just the right amount of heat (as my mom put it, ""Food that bites back a little"").  Adding the herbs really changes the tenor of the soup and makes it a soup with a lot of flavor, and not just heat.  If you're making this in advance, try steamed rice instead of the noodles - they won't absorb quite as much liquid. Thanks for the recipe!","2002-07-07T18:19:22Z","2002-07-07T18:19:22Z",""
"142","238","133","mikeyp","5","I followed the recipe as written and was richly rewarded with a very tasty dinner.  served with a mushroom spinach salad with bacon dressing.","2002-07-07T18:21:06Z","2002-07-07T18:21:06Z",""
"143","238","67","Bev I Am","5","Charlotte, We absolutely loved this chicken!  It was so flavorful and moist!  I prepared the recipe exactly as directed except I couldn't find any fresh cilantro in the store this morning so I had to use dried and it worked out just fine.  I wasn't sure exactly what time we were going to eat so I marinated the chicken in the refridgerator for what ended up to be one hour. Excellent meal! So easy to prepare. Thank you for posting, Charlotte!","2002-07-07T18:31:18Z","2002-07-07T18:31:18Z",""
"144","193","234","Aroostook","0","When you add water while these are cooking, be sure it is very hot or the beans will have a tendency to burst.","2002-07-07T18:31:19Z","2002-07-07T18:31:19Z",""
"145","105","40","Barbara Hiler","0","This is absolutely delicious and easy to put together.  I modified it some by using egg substitue to cut the fat and cholesterol but it was still very good.  I will use this recipe often
Barbara H","2002-07-08T19:06:44Z","2002-07-08T19:06:44Z",""
"146","238","538","gardenz","5","We had this for our July 4th pool party! Excellent recipe! It's a keeper for me, we loved this!","2002-07-08T19:07:16Z","2002-07-08T19:07:16Z",""
"147","185","104","Tara1183","5","These are a fabulous addition to any meat.  I let them sit to room temperature and served them on top of grilled prime rib steaks, better than sauteed onions for the summer.  Good on roast beef sandwich.  A great idea for serving at BBQ's and potlucks.  They would be good for sandwiches, steaks, burgers, salads, chicken, chops, plain etc...  A great easy recipe and very versitile.","2002-07-08T19:07:37Z","2002-07-08T19:07:37Z",""
"148","238","167","gwenrk","5","this was a pleasant change from the same old chicken recipes that my mom always makes.  :)  we had this with a nice big salad and fresh corn on the cob.  the flavor was excellent, a little sweet and a little spicy.  everybody liked it, it will definately be made again.","2002-07-09T20:30:16Z","2002-07-09T20:30:16Z","""8546"""
"149","105","213","Ginny Ross","0","thanks  avery  one  for  the  great  Comments. on  my  recipe,  Ginny L. Ross.","2002-07-09T20:30:48Z","2002-07-09T20:30:48Z",""
"150","218","576","canarygirl","5","Just made this over the weekend!  It was light and not overly sweet.  The only difference in my preparation, was that I added 2 tablespoons of vegetable oil to the batter.  Thanks for posting a great recipe!","2002-07-15T16:15:38Z","2002-07-15T16:15:38Z",""
"151","295","41","Derf2440","5","Very nice change!!  Did these for lunch, cut it back for 2 of us, actually did three dogs, 2 for DH! Cut everything back accordingly, except hot sauce and onion. (smothered them with the onion!)
We enjoyed them very much and will do them again, thanks for sharing!","2002-07-15T16:15:39Z","2002-07-15T16:15:39Z",""
"152","293","14","Bill Hilbrich","4","This is a great recipe, but if you want to get the "" all over chocolate feeling"" freeze the chips and pulse them a couple times in a food blender.","2002-07-15T16:15:50Z","2002-07-15T16:15:50Z",""
"153","209","529","ChrisMc","4","Very easy to make - I let the syrup boil down a little bit before pouring the syrup over the coffee.  I actually used hazelnut coffee - tasty with chocolate syrup over ice cream.  As an alternative, use like espresso and add a little extra kick to your morning coffee - yes, I'm serious (I like my coffee).","2002-07-15T16:32:13Z","2002-07-15T16:32:13Z",""
"154","295","50","Charishma_Ramchanda","5","NICE CHANGE! Made these for breakfast for my brother today. I used just 1 hotdog. Cut back on everything except the onion that I fried till it was golden brown in oil instead of butter.
I did not use celery salt(used regular salt instead) and did not use the dry mustard. Applied a layer of the dressing on a slice of bread, topped it with the onions, followed it up by a bed of the hot dog(I cut this in concentric circles) and poured some more of the amazing dressing over it. Covered it with the other bread slice on which I had applied the dressing as well. Brother says,"" It was wonderful."" Thanks!","2002-07-16T16:58:50Z","2002-07-16T16:58:50Z",""
"155","173","385","diamonds4heather","5","Yummy! These are perfect brownies. I am usually lazy and just use a mix, but this recipe proved that the extra effort is sooo worth it. The frosting is really perfect. We loved them. I will make these again. No more boxed brownies around here!","2002-07-17T18:45:21Z","2002-07-17T18:45:21Z",""
"156","60","651","levchev","4","Awesome recipe - one improvement I made is to squeeze the freshly  chopped tomatoes to reduce the liquid.  That way the salsa is not too runny.","2002-07-25T20:42:37Z","2002-07-25T20:42:37Z",""
"157","303","461","morelhunter","5","This was very good. It was easy to prepare, tasted excellent and all the ingredients are easily obtained. I've made it twice-the first time according to the recipe, the second time, I did tweek it a bit. After taking it out of the marinade, I floured the chicken, rolled it in the batter and floured it again. This was the extra crispy version. I will make this for years to come, it was a big hit. Thanks so much for sharing this Rick.","2002-07-25T20:46:40Z","2002-07-25T20:46:40Z",""
"158","281","230","Dana-MMH","5","This deserves like a 10 star Di!!!  I love salads, could eat them everyday and I will be making this alot more.  It was so nice and light for the summer too.  I didn't have fresh oranges (dd ate them all) so I used canned ones, and it still was excellent.  And I also didn't serve it individually, whipped it together in minutes and put it in a glass bolw, and WA-LAH it looked just as good as it tasted.  Thanks!!","2002-07-25T21:16:42Z","2002-07-25T21:16:42Z",""
"159","262","532","Merlot","5","So easy and so tasty!  I really like the fact that you can make the Walnut Alfredo Sauce in the time it takes to cook the fettucine.  I had some left-over chicken so I tossed it in.  I served this with grilled vegetables.  Thanks for a great dish.","2002-07-25T20:51:42Z","2002-07-25T20:51:42Z",""
"160","160","644","cyn44116","5","I have been searching for the ultimate bbq rib recipe, and this is it!!!!!  my family did a taste test and this was the undisputed winner!  I cooked as directed and grilled these ribs with open pit! awesome!!!!","2002-07-25T20:51:52Z","2002-07-25T20:51:52Z",""
"161","303","582","Christina Chavez","4","Made the recipe but doubled because I used more chicken.  Also, I only let the batter refrigerate for about an hour (only because I did not realize it had to and had no time!)  The chicken ""fingers"" were delicious and will make again.  However, we felt the batter needed some more seasoning (tasted sort of bland) so next time I will add pepper and some other spices when I prepare the batter. Overall great ""finger"" food!","2002-07-25T21:09:34Z","2002-07-25T21:09:34Z",""
"162","238","446","ratherbeswimmin","5","Bodacious!!The marinade was so yummy.  The garlic/cilantro/honey and lime mix was perfect. I did not make any changes or additions. The chicken turned out tender and juicy. My family thought it was a 5-star winner. Superb and also very easy to make. Thanks ;)","2002-07-28T16:28:32Z","2002-07-28T16:28:32Z",""
"163","223","561","sml212","5","I like my chocolate syrup to be sweet so I increased the amount of sugar to 2 cups.  The syrup still turned out just fine and tastes wonderful.  This is a great recipe, and something I will be making again. Thanks for the recipe.","2002-08-02T17:28:39Z","2002-08-02T17:28:39Z",""
"164","121","446","ratherbeswimmin","5","OMG!! We so loved this. One of the best marinades I have ever tried. We used this on both steaks and chicken. I really liked the french dressing. Easy, flavorful. Doesn't get any better. Thanks Florida Girl. A real winner here.","2002-08-05T18:53:43Z","2002-08-05T18:53:43Z",""
"165","295","142","Malriah","4","A New and More interesting way of eating hot dogs! Instead of making in the oven I did it on top of the stove.  I just cut the hot dogs up and threw them in the sauce. I also added cheese.  thanks for dressing up a childhood favorite.","2002-08-05T18:53:44Z","2002-08-05T18:53:44Z",""
"166","283","186","Mirj2338","5","A wonderful recipe!  We had a few Brits over for dinner on Friday night and I served this up with a good dollop of Bird's Custard on top.  The Brits washed it down with shandies, this American stuck with Coke.  I didn't have any self-raising flour, some all-purpose flour with a teaspoon of baking powder did the trick.  Thanks Miller, good one!","2002-08-05T19:01:14Z","2002-08-05T19:01:14Z",""
"167","176","222","Mudpupsall","4","I mixed this one up but didn't have nearly enough to satisfy our little brood. I doubled it and it made 12 of the biggest, yummiest muffins. The kids just inhaled these. Thanks!","2002-08-05T19:06:08Z","2002-08-05T19:06:08Z",""
"168","55","335","Titanium Chef","5","Sorry, Carol, I made this several weeks ago and now I see that I forgot to review it.  It was wonderful and very easy to make - I followed the recipe exactly.  We served it on pitas with  chopped tomatoes, chopped onions, and EV olive oil for a picnic.  It was fabulous, I'll make it again for sure.  Thanks for posting!","2002-08-05T19:06:10Z","2002-08-05T19:06:10Z",""
"169","288","48","Miss Annie","5","Sherri, I made this for a Sunday evening dinner. I have had the rumaki with chicken liver, but I prefer this one.  I love shrimp, and this was so good.  I made it exactly as you directed, but I didn't have sweet sherry, so I substituted white wine.  I thought it turned out wonderful, and I guess my guests did too, as they all disappeared.  It is a very good recipe, and I will be using this one again.  Thanks for sharing.","2002-08-05T19:11:29Z","2002-08-05T19:11:29Z",""
"170","160","657","Scott Keith","5","I've tried several recipes from Recipezaar for all sorts of dishes. Some great, some so-so, and some not to my tastes. This recipe inspired me to rate it and add comments. It was soooooooooooo good. The meat was not dry andwas very fork tender. I cooked them in the Dr. Pepper about 1 hour and 20 min before the oven part. I found a really good bbq sauce last month called Sweet Baby Ray's which is what I used. It's bottled sauce I got at Kroger. This is the 6th time I've used this sauce. I love it. They got a website in case anyone is curious : sweetbabyrays.com. No I don't work for them but think it goes well with this OUTSTANDING recipe. Thank you sooooo much JoAnn for posting it. I highly reccomend this recipe.","2002-08-06T19:29:36Z","2002-08-06T19:29:36Z",""
"171","233","680","cookie j","4","I chopped the pepper and the onion.  (Was that what I was supposed to do)?  Along with the kidney beans, I added a 15 ounce can of black beans.  I did not add the half cup of water.  It was a very sweet sausage and beans recipe.  Just the way my son and husband likes it.","2002-08-07T20:23:35Z","2002-08-07T20:23:35Z",""
"172","2","117","Tebo3759","5","I really liked this for three reasons.  It can be made ahead of time, it does not need to be cooked or broiled and it tasted great!!  What a winner!!","2002-08-07T20:23:45Z","2002-08-07T20:23:45Z",""
"173","321","52","Kathy","5","I love them! So festive looking.  :o)","2002-08-08T18:31:06Z","2002-08-08T18:31:06Z",""
"174","308","650","Simmy","4","Very tasty, my hubby & i enjoyed it very much, and so easy to prepare. The only change i did was cooking it an extra 10 minutes, was not quite cooked at 20 minutes. Will definitely have it again. Thank You Tweeky !","2002-08-08T18:38:47Z","2002-08-08T18:38:47Z","""4715"""
"175","321","301","Carole Whitmore","5","I can't believe I've found this recipe.  I remember living in Southern Illinois and making these with my best friend.  I must have been about 9 or 10.  Her grandmother helped us.  I stuffed my face with these wonderful gems.  Now I can make it for my kids.  This is the best Christmas Cookie.","2002-08-12T18:12:43Z","2002-08-12T18:12:43Z",""
"176","295","14","Bill Hilbrich","4","Great idea !! I have made hot dogs smothered in sweet sour sauce before,I never thought to put them in the oven. I scored the dogs, but left them whole and served on buns, but I know that this would work great in a crockpot for a potluck take along meal.","2002-08-12T18:12:51Z","2002-08-12T18:12:51Z",""
"177","144","425","Marla in California","5","This has been one of my favorite recipes for many years.  I also like using the french vanilla pudding.  I have also made it with chocolate graham crackers which is also really yummy.","2002-08-12T18:53:24Z","2002-08-12T18:53:24Z",""
"178","264","252","Sandra Hyde","5","Tomato and egg.  Rich in vitamins and lip smacking good taste!  Wish I'd thought of cooking the eggs in the broth a long while ago - it's absolutely brilliant.  I served the eggs on some English muffins and spooned some of the broth over them as well.  Then tucked in.  
 Definately on my menu again.","2002-08-13T17:41:55Z","2002-08-13T17:41:55Z",""
"179","273","198","Shae2138","5","I am so glad you opened my eyes to a different way to make macaroni salad!!  This was DELICIOUS!  Very, very fresh tasting.  I used half Miricle Whip and half Mayo (because I don't like MW and hubby doesn't like Mayo) and used a little salt and pepper.  We served this as a side dish with grilled jalapeno burgers and it made an awesome meal! Thanks for the great recipe :)","2002-08-14T21:25:55Z","2002-08-14T21:25:55Z",""
"180","238","687","Trixyinaz","4","Yumm, Yumm, Yumm!  I just finished eating this wonderful meal.  I would have given it 5 stars, but my husband didn't feel the same as me.  He said he didn't like the cilantro with it and that it made it taste funny.  Me on the other hand, thought the cilantro gave it a nice flavor, as well as aroma.  

This recipe is a keeper in my home, but will only be made when he is out of town (which is at least 7 days out of the month).  Perhaps next time I'll try decreasing the cilantro and increasing the garlic - maybe he'll like it then.","2002-08-14T21:32:00Z","2002-08-14T21:32:00Z",""
"181","124","532","Merlot","5","WOW!  This rice is so flavorful and incredibly easy to make!  I was looking for something different to take to a cookout.  Everyone RAVED about this dish and it immediately disappeared.
This is a winner.  Thanks for sharing this recipe.
:-)","2002-08-14T21:32:00Z","2002-08-14T21:32:00Z",""
"182","273","696","Linda Graham","4","this was good (I used Miracle Whip)
I tried it next with chopped ham and broccoli flowerets, made a good main course cold pasta dish, my friends think it would be better with shrimp.","2002-08-15T18:40:37Z","2002-08-15T18:40:37Z","""7731"""
"183","328","496","T. Woolfe","4","I know this one and love it.  Makes a Great tender brisket.
That 4 cups of water should be cold when you start. And if you can find some Parsnips they go well replaceing the carrots.
It'll vanish quickly, {grynn)so save some for the sandwiches..","2002-08-16T17:44:39Z","2002-08-16T17:44:39Z",""
"184","303","504","Kevin Young","5","I tried these after much prodding from the chef. I must say though, that they were fabulous. The only thing I did different was add a bit of Tabasco which is just a personal thing. I tend to be a little more critical of this chef, but these were fabulous and I'll be making them again.","2002-08-19T16:48:46Z","2002-08-19T16:48:46Z",""
"185","195","536","Laudee","5","Hi Wildheart:

Just tried your YUMMIE Homemade Syrup this morning.  It's not only tasty, basic, and cheap, it's just wonderful, that's all!  Great taste, fast and easy to mix, pretty easy on the pocketbook!  I followed your directions, but because there are just two of us here, I cut everything in half and simmered for about 10 min.  Absolutely excellent.

Thanks so much for sharing.

Laudee C.","2002-08-20T17:17:30Z","2002-08-20T17:17:30Z",""
"186","147","275","Donna","5","YUM!!! I could eat about 10 of these by myself! very well received at my house! thanks for the recipe :)","2002-08-23T17:53:29Z","2002-08-23T17:53:29Z",""
"187","158","432","Peter Pan","5","It was delicious. Such a clever idea using Soy Milk as an alternative. I added a couple frozen strawberries for the color. The banana shake was sweet enough therefore I omitted the sweetener. It is an easy and delicious way to fill your daily fruit intake requirement. Thank you for sharing your recipe.","2002-08-26T23:24:28Z","2002-08-26T23:24:28Z",""
"188","209","377","WolfBlade","5","Plus five more ***** I luv Coffee Syrup but hate the price. Its really the only way I can stand milk. And the fact that I can use what ever flavor coffee I like is wonderful. Luv it on ice cream to. Thank you so very much.","2002-08-28T17:41:29Z","2002-08-28T17:41:29Z",""
"189","191","536","Laudee","5","Hi Wildheart:
Wow!  This is a great Catalina recipe.  It's a cinch to put together and the end result is a tangy, spicy, tasty dressing that really dolled up our salad.
You're right:  It's now our favorite!
Thanks a bunch for posting.
Laudee C.","2002-08-29T16:24:15Z","2002-08-29T16:24:15Z",""
"190","231","152","najwa","5","This is a great recipe! I tried other recipes that contained wheat flour and the bread was always dense, this turned out really light .. this recipe is for a 1 pound loaf, so its quite small .. thanks Karen!!","2002-08-30T19:21:34Z","2002-08-30T19:21:34Z",""
"191","176","319","Sueie","5","Perfect, feel good muffin. Great with a cup of tea, just right.","2002-09-02T19:17:03Z","2002-09-02T19:17:03Z",""
"192","336","721","Sandi C","5","Very simple to make, yet delicious. My guests loved it as an appetizer, even the children. It is a definite must for future gatherings.","2002-09-02T19:10:01Z","2002-09-02T19:10:01Z",""
"193","12","696","Linda Graham","5","Oh, my!  Easy and absolutely delicious, I asked my friend to grill them on the BBQ after I had them marinate all day, everyone loved it and there were no leftovers, even though I had done extra.  Thank you, Troy!!!!!  These will be made often at my house.","2002-09-02T19:12:51Z","2002-09-02T19:12:51Z",""
"194","337","48","Miss Annie","4","This was such an easy and quick supper for a hot summer day.  Our family enjoyed it as much as yours does, Diggy.  My shrimp were a little large for a salad, so I did have to cut them into smaller bite sized pieces.  If I had used popcorn shrimp, it would have looked prettier than cut shrimp.  Next time I will use smaller shrimp.  The cucumber was a nice crunchy touch too.  Thanks so much for sharing this winning recipe.","2002-09-04T19:44:28Z","2002-09-04T19:44:28Z",""
"195","308","41","Derf2440","4","This was very good, cut the recipe in half for supper tonight, the previous review was right, I too had to cook it for about 25 minutes, it could have been the thickness of the fillet. Lovely taste, the only change I made was to leave out the green pepper,because I made a rice pilaf to go with the cod and it had green pepper in it.  The tomatoes, onions and basil complimented the cod. We will do it again, thanks for sharing!!","2002-09-05T17:52:14Z","2002-09-05T17:52:14Z",""
"196","194","717","QTE1959","5","Utterly amazing tasty beans.  I could live off this stuff!  Thank you Izzy and Mom.  I used chipotle chili in clace of the chili powder and tabasco and this harmonized well.  The recipe provides a really nice combination of spices that is worth trying out...definately NOT just one more oregano-thyme-carrot-celery-onion bean thing.","2002-09-09T17:01:02Z","2002-09-09T17:01:02Z",""
"197","160","702","lisar","5","I have made this for several years now and it is really the best! I haven't looked any further for a better rib recipe. Simple and very yummy!","2002-09-09T17:39:05Z","2002-09-09T17:39:05Z",""
"198","303","428","Just Cher","5","Ok Rick, I have made this recipe twice in 1 week so what does that say? Actually, I made it for my son as we are cutting back on fats but of course my hubby and I had to try just 1 (both times) I did follow the advice of another reviewer by dipping in flour and then recoating, also I added Tony Chachere's seasoning to the batter and it came out very crisp & juicy (had to keep swatting the hubby's hands to stay out. I would say you earned your 5 stars for this one! Thanks Rick!","2002-09-09T17:58:31Z","2002-09-09T17:58:31Z",""
"199","270","66","Marie Nixon","5","This was really delicious.  I followed the directions exactly.  The ingredients all work together to produce a very mild taste with the scallops.  Thanks for a great recipe.","2002-09-09T17:58:31Z","2002-09-09T17:58:31Z",""
"200","244","532","Merlot","5","Just finished taking these little ""gems"" out of the oven.  Just one word....SCRUMPTIOUS!!  The ingredients are few and so very simple to make.  What a treat!!  Thanks for sharing these.  :-)","2002-09-10T19:04:55Z","2002-09-10T19:04:55Z",""
"201","320","715","susan n.y.","5","Quick and so easy to make. I had it for lunch with some Italian bread. This is a keeper,thanks.","2002-09-12T18:04:51Z","2002-09-12T18:04:51Z",""
